ĐỀ MỤC,CHỦ ĐỀ CON,MÃ SỐ,CÂU HỎI,CÂU TRẢ LỜI,keywords
BỆNH ĐTĐ,,Q012,Có thể đo đường huyết tại nhà để biết mình bị bệnh không?,"Bạn có thể dùng máy đo đường huyết tại nhà để theo dõi. Tuy nhiên, chẩn đoán bệnh cần xét nghiệm tại cơ sở y tế, vì kết quả tại nhà có thể bị ảnh hưởng bởi cách lấy máu, máy móc, hoặc thời điểm đo.",đo đường huyết tại nhà; tự kiểm tra tiểu đường; máy đo đường huyết; chẩn đoán tại nhà; phát hiện bệnh
BỆNH ĐTĐ,,Q013,WHO đưa ra tiêu chí chẩn đoán bệnh này như thế nào?,"Theo Tổ chức Y tế Thế giới (WHO), chẩn đoán đái tháo đường dựa trên một trong các tiêu chí: đường huyết đói ≥ 126 mg/dL hoặc HbA1c ≥ 6.5%. Đây là ngưỡng mà nguy cơ biến chứng sức khỏe bắt đầu tăng rõ rệt nếu không điều trị.",tiêu chí WHO; chẩn đoán WHO; WHO tiểu đường; tiêu chuẩn chẩn đoán; hướng dẫn WHO
BỆNH ĐTĐ,,Q014,Đường huyết cao có phải lúc nào cũng là tiểu đường?,"Không hẳn. Đường huyết cao tạm thời có thể xảy ra khi bạn bị căng thẳng, ốm, dùng một số thuốc hoặc vừa ăn no. Nhưng nếu đường huyết cao nhiều lần và kéo dài, đặc biệt kèm HbA1c ≥ 6.5%, thì khả năng mắc đái tháo đường rất cao.",đường huyết cao; có phải tiểu đường; tăng đường huyết; không phải tiểu đường; nguyên nhân đường cao
BỆNH ĐTĐ,,Q015,Nếu đường huyết và HbA1c của tôi bình thường thì có cần lo lắng không?,"Nếu kết quả bình thường, bạn chưa bị đái tháo đường. Tuy nhiên, vẫn nên duy trì lối sống lành mạnh và kiểm tra định kỳ, nhất là khi bạn có yếu tố nguy cơ như thừa cân, ít vận động hoặc gia đình có người mắc bệnh.",đường huyết bình thường; HbA1c bình thường; không lo lắng; nguy cơ tiềm ẩn; cần theo dõi
BỆNH ĐTĐ,,Q016,Làm sao tôi biết mình có dấu hiệu sớm của bệnh đái tháo đường?,"Dấu hiệu sớm thường gồm tiểu nhiều, khát nhiều, ăn nhiều nhưng vẫn đói, mệt mỏi, nhìn mờ, vết thương lâu lành. Ở type 1 có thể sụt cân nhanh dù ăn nhiều, còn type 2 dễ bị tê hoặc ngứa ran tay chân. Tuy nhiên, một số người không thấy rõ triệu chứng, nên xét nghiệm định kỳ là cách tốt nhất để phát hiện sớm.",dấu hiệu sớm; triệu chứng tiểu đường; nhận biết sớm; biểu hiện ban đầu; làm sao biết bệnh
BỆNH ĐTĐ,,Q017,Vì sao tôi đi tiểu nhiều thì có thể là tiểu đường?,"Đường huyết cao khiến thận phải lọc và thải bớt đường ra ngoài qua nước tiểu. Quá trình này kéo theo nhiều nước, khiến bạn tiểu nhiều, đặc biệt vào ban đêm. Nếu tình trạng kéo dài kèm khát nhiều, nên đi khám sớm để kiểm tra.",tiểu nhiều; đi tiểu thường xuyên; tiểu đường tiểu nhiều; đa niệu; triệu chứng tiểu nhiều
BỆNH ĐTĐ,,Q018,Tại sao bệnh tiểu đường lại làm tôi khát nước nhiều?,"Khi tiểu nhiều do đường huyết cao, cơ thể mất nhiều nước. Não sẽ phát tín hiệu khát để bạn uống bù. Nếu bạn liên tục thấy khát dữ dội dù uống nhiều nước, cần đi kiểm tra vì đây là dấu hiệu điển hình của đái tháo đường.",khát nước nhiều; uống nước nhiều; tiểu đường khát nước; đa uống; khô miệng tiểu đường
BỆNH ĐTĐ,,Q019,"Tôi ăn nhiều nhưng vẫn thấy đói, có phải bị tiểu đường không?","Khi cơ thể không sử dụng được đường làm năng lượng do thiếu hoặc kháng insulin, tế bào “đói” dù lượng đường trong máu cao. Não sẽ báo hiệu đói để bạn ăn thêm, dẫn tới cảm giác ăn nhiều nhưng không đủ. Đây là triệu chứng thường gặp.",ăn nhiều vẫn đói; đói liên tục; tiểu đường đói; tăng cảm giác đói; đa thực
BỆNH ĐTĐ,,Q020,Mệt mỏi kéo dài có liên quan đến tiểu đường không?,"Có. Khi đường không vào được tế bào, cơ thể thiếu năng lượng, bạn sẽ cảm thấy mệt mỏi, uể oải, khó tập trung. Mệt mỏi dai dẳng kèm các triệu chứng khác như tiểu nhiều, khát nhiều, nên đi khám để loại trừ đái tháo đường.",mệt mỏi kéo dài; uể oải; tiểu đường mệt mỏi; suy nhược; kiệt sức
BỆNH ĐTĐ,,Q021,Vì sao bệnh tiểu đường lại gây nhìn mờ?,"Đường huyết cao làm thay đổi hình dạng và độ dày thủy tinh thể trong mắt, khiến tầm nhìn mờ đi. Nếu kéo dài, có thể gây tổn thương võng mạc, dẫn đến giảm thị lực vĩnh viễn. Khi thấy mờ mắt, cần kiểm tra cả mắt và đường huyết.",nhìn mờ; mờ mắt; mắt tiểu đường; biến chứng mắt; võng mạc; nguyên nhân nhìn mờ
BỆNH ĐTĐ,,Q022,Vết thương lâu lành có liên quan đến tiểu đường không?,"Đúng. Đường huyết cao làm giảm tuần hoàn máu và tổn thương mạch máu nhỏ, khiến máu khó mang dưỡng chất và oxy tới vết thương. Đồng thời, khả năng chống nhiễm trùng kém hơn, khiến vết thương lâu lành và dễ nhiễm trùng.",vết thương lâu lành; loét chân; lành vết thương; biến chứng da; đường huyết; nhiễm trùng
BỆNH ĐTĐ,,Q023,Sụt cân nhanh dù ăn nhiều có phải là dấu hiệu tiểu đường?,"Đây là dấu hiệu thường gặp ở đái tháo đường type 1. Khi thiếu insulin, cơ thể phải lấy năng lượng từ mỡ và cơ, gây sụt cân nhanh. Nếu thấy sụt cân bất thường, đặc biệt kèm tiểu nhiều, khát nhiều, nên đi khám ngay.",sụt cân; giảm cân; ăn nhiều; triệu chứng tiểu đường; dấu hiệu tiểu đường
BỆNH ĐTĐ,,Q024,Tại sao bệnh tiểu đường type 2 lại gây tê hoặc ngứa ran ở tay chân?,"Đường huyết cao lâu ngày có thể làm tổn thương các dây thần kinh ngoại biên, gây cảm giác tê, ngứa ran hoặc đau rát ở tay chân. Đây gọi là biến chứng thần kinh ngoại biên, cần kiểm soát đường huyết để tránh nặng thêm.",tê bì tay chân; ngứa ran; dị cảm; biến chứng thần kinh; thần kinh ngoại biên; tiểu đường type 2
BỆNH ĐTĐ,,Q025,Có phải ai bị tiểu đường cũng có đầy đủ các triệu chứng này?,"Không. Một số người có triệu chứng rất nhẹ hoặc không rõ ràng, nhất là ở giai đoạn sớm hoặc bệnh tiến triển chậm. Vì vậy, dù không thấy dấu hiệu, bạn vẫn nên kiểm tra định kỳ nếu có yếu tố nguy cơ.",đầy đủ triệu chứng; không có triệu chứng; triệu chứng tiểu đường; dấu hiệu tiểu đường; người bệnh
BỆNH ĐTĐ,,Q026,"Nếu chỉ có một triệu chứng như khát nhiều, tôi có cần lo không?","Có. Chỉ cần một triệu chứng bất thường kéo dài cũng đáng để đi khám, đặc biệt khi bạn thuộc nhóm nguy cơ cao. Đái tháo đường ở giai đoạn đầu có thể chỉ biểu hiện một vài dấu hiệu.",khát nhiều; uống nhiều; một triệu chứng; dấu hiệu đơn lẻ; có cần lo; kiểm tra
BỆNH ĐTĐ,,Q027,"Tôi hay bị mờ mắt rồi lại rõ, có phải là dấu hiệu tiểu đường?","Đường huyết dao động có thể khiến thủy tinh thể thay đổi tạm thời, làm mắt lúc mờ lúc rõ. Nếu hiện tượng này xảy ra thường xuyên, nên đi đo đường huyết và khám mắt để xác định nguyên nhân.",mờ mắt; thị lực dao động; mắt tiểu đường; dấu hiệu mắt; triệu chứng mắt
BỆNH ĐTĐ,,Q028,Mệt mỏi ở tiểu đường khác gì mệt mỏi bình thường?,"Mệt mỏi do tiểu đường thường kéo dài, không đỡ dù nghỉ ngơi, và đi kèm các triệu chứng khác như khát nước, tiểu nhiều, nhìn mờ. Nguyên nhân là do tế bào thiếu năng lượng vì đường không được sử dụng đúng cách.",mệt mỏi; mệt mỏi tiểu đường; khác biệt mệt mỏi; nguyên nhân mệt mỏi
BỆNH ĐTĐ,,Q029,Tại sao phát hiện sớm bệnh lại quan trọng?,"Vì phát hiện sớm và điều trị kịp thời giúp ngăn ngừa hoặc làm chậm biến chứng. Nếu chờ đến khi triệu chứng nặng mới khám, nguy cơ tổn thương tim, mắt, thận, thần kinh sẽ cao hơn nhiều.",phát hiện sớm; chẩn đoán sớm; quan trọng; ngăn ngừa biến chứng; điều trị sớm
BỆNH ĐTĐ,,Q030,Tôi có thể tự kiểm tra các dấu hiệu này ở nhà được không?,"Bạn có thể để ý các thay đổi như tiểu nhiều, khát nhiều, sụt cân bất thường, mờ mắt, tê chân tay. Tuy nhiên, cách chắc chắn nhất vẫn là xét nghiệm đường huyết và HbA1c tại cơ sở y tế để chẩn đoán chính xác.",tự kiểm tra; kiểm tra tại nhà; dấu hiệu tại nhà; tự theo dõi; xét nghiệm tại nhà
BỆNH ĐTĐ,,Q031,Đái tháo đường type 1 là bệnh gì?,"Đái tháo đường type 1 là bệnh mạn tính khi cơ thể không còn sản xuất insulin – một hormone cần để đưa đường từ máu vào tế bào làm năng lượng. Nguyên nhân thường do hệ miễn dịch tấn công nhầm tế bào tụy sản xuất insulin. Khi thiếu insulin, đường tích tụ trong máu và gây hại cho nhiều cơ quan.",đái tháo đường type 1; bệnh type 1; định nghĩa type 1; type 1 là gì; bệnh tự miễn
BỆNH ĐTĐ,,Q032,Nguyên nhân chính gây ra tiểu đường type 1 là gì?,"Nguyên nhân thường là do cơ chế tự miễn – hệ miễn dịch nhận nhầm tế bào beta tụy là “kẻ lạ” và phá hủy chúng. Ngoài ra, yếu tố di truyền và một số loại virus cũng có thể kích hoạt quá trình này, khiến tụy không sản xuất được insulin.",nguyên nhân type 1; lý do type 1; tiểu đường type 1 do đâu; cơ chế type 1; phá hủy tế bào beta
BỆNH ĐTĐ,,Q033,Bệnh tiểu đường type 1 thường gặp ở lứa tuổi nào?,"Bệnh có thể gặp ở mọi lứa tuổi, nhưng phổ biến nhất ở trẻ em và thanh thiếu niên. Tuy vậy, người trưởng thành và người cao tuổi vẫn có thể mắc, chỉ là thường ít hơn và diễn tiến chậm hơn.",lứa tuổi type 1; type 1 ở trẻ em; tuổi mắc type 1; trẻ em tiểu đường
BỆNH ĐTĐ,,Q034,Người lớn tuổi có thể mắc type 1 không?,"Có. Người lớn tuổi có thể mắc type 1 nhưng thường khởi phát âm thầm hơn, dễ bị nhầm với type 2. Ở họ, lượng insulin giảm dần theo thời gian thay vì mất hoàn toàn ngay từ đầu.",người lớn type 1; lớn tuổi mắc type 1; type 1 tuổi trưởng thành; tiểu đường LADA
BỆNH ĐTĐ,,Q035,Vì sao người mắc type 1 cần tiêm insulin mỗi ngày?,"Vì tụy không còn sản xuất insulin, nên cơ thể phải nhận insulin từ bên ngoài để kiểm soát đường huyết. Tiêm mỗi ngày giúp duy trì mức đường máu ổn định, ngăn biến chứng nguy hiểm.",tiêm insulin type 1; insulin hàng ngày; tại sao tiêm insulin; thiếu insulin type 1; cần insulin
BỆNH ĐTĐ,,Q036,Nếu không điều trị type 1 kịp thời sẽ thế nào?,"Đường máu cao kéo dài có thể gây biến chứng cấp tính như nhiễm toan ceton – tình trạng cơ thể tích tụ độc tố từ việc đốt mỡ thay đường. Nếu không cấp cứu, người bệnh có thể hôn mê và tử vong.",biến chứng type 1; hậu quả type 1; không điều trị type 1; nguy hiểm type 1; hôn mê; nhiễm toan ceton
BỆNH ĐTĐ,,Q037,Những triệu chứng điển hình của type 1 là gì?,"Bao gồm tiểu nhiều, khát nhiều, đói nhiều dù ăn nhiều, mệt mỏi, nhìn mờ, vết thương lâu lành, sụt cân nhanh. Ở trẻ em, các triệu chứng này thường xuất hiện rõ rệt và tiến triển nhanh.",triệu chứng type 1; dấu hiệu type 1; biểu hiện type 1; tiểu nhiều; khát nhiều; sụt cân nhanh; mệt mỏi
BỆNH ĐTĐ,,Q038,Vì sao người mắc type 1 lại sụt cân nhanh?,"Khi không có insulin, đường không vào được tế bào, cơ thể phải dùng mỡ và cơ làm năng lượng. Quá trình này khiến khối lượng cơ và mỡ giảm nhanh, gây sụt cân dù ăn nhiều.",sụt cân type 1; giảm cân type 1; lý do sụt cân; mất cân nhanh; thiếu insulin
BỆNH ĐTĐ,,Q039,Nhiễm toan ceton là gì?,"Là biến chứng cấp tính khi cơ thể thiếu insulin nghiêm trọng, phải đốt mỡ để tạo năng lượng, sinh ra ceton – chất độc nếu tích tụ nhiều. Triệu chứng gồm buồn nôn, nôn, đau bụng, thở mùi trái cây, lú lẫn.",nhiễm toan ceton; ketoacidosis; DKA là gì; ceton trong máu; biến chứng cấp
BỆNH ĐTĐ,,Q040,Nhiễm virus có thể gây type 1 không?,"Một số virus có thể kích hoạt phản ứng tự miễn ở người có sẵn yếu tố di truyền, khiến hệ miễn dịch tấn công tụy. Đây là lý do một số người phát bệnh sau khi bị nhiễm trùng.",virus gây type 1; nhiễm trùng type 1; tác nhân virus; virus coxasackie; khởi phát type 1
BỆNH ĐTĐ,,Q041,"Tôi không có triệu chứng rõ, liệu có thể vẫn mắc type 1?","Có thể. Một số trường hợp khởi phát âm thầm, đặc biệt ở người lớn, khiến bệnh chỉ được phát hiện khi đường huyết rất cao hoặc đã có biến chứng.",ĐTĐ type 1 không triệu chứng; không triệu chứng; triệu chứng mờ; phát hiện sớm; chẩn đoán type 1
BỆNH ĐTĐ,,Q042,Làm sao phân biệt type 1 và type 2?,"Type 1 thường xảy ra ở người trẻ, khởi phát nhanh, thiếu insulin tuyệt đối và cần tiêm ngay từ đầu. Type 2 thường ở người lớn tuổi, liên quan kháng insulin, có thể điều trị bằng thuốc uống thời gian đầu.",phân biệt type 1 type 2; khác biệt type 1 type 2; chẩn đoán phân biệt; dấu hiệu type 1; dấu hiệu type 2; xét nghiệm type 1
BỆNH ĐTĐ,,Q043,Di truyền có vai trò thế nào trong type 1?,"Nếu bố hoặc mẹ mắc type 1, con có nguy cơ cao hơn so với dân số chung, nhưng không phải chắc chắn mắc. Di truyền chỉ là một phần, cần thêm tác nhân môi trường để kích hoạt bệnh.",di truyền type 1; gen ĐTĐ type 1; yếu tố di truyền; tiền sử gia đình; di truyền đái tháo đường
BỆNH ĐTĐ,,Q044,Type 1 có thể phòng ngừa được không?,"Hiện chưa có biện pháp phòng ngừa tuyệt đối. Tuy nhiên, phát hiện sớm và điều trị kịp thời giúp tránh biến chứng nguy hiểm và duy trì cuộc sống bình thường.",phòng ngừa type 1; ngăn ngừa ĐTĐ type 1; phòng tránh type 1; cách phòng bệnh; giảm nguy cơ type 1
BỆNH ĐTĐ,,Q045,Trẻ em bị type 1 có khác gì người lớn?,"Ở trẻ em, bệnh thường xuất hiện đột ngột, triệu chứng rõ ràng và dễ rơi vào nhiễm toan ceton nếu không điều trị. Người lớn có thể tiến triển chậm hơn và dễ bị chẩn đoán nhầm là type 2.",type 1 trẻ em; ĐTĐ type 1 người lớn; trẻ em mắc ĐTĐ; khác biệt trẻ em người lớn; quản lý type 1 trẻ em
BỆNH ĐTĐ,,Q046,Vết thương lâu lành ở type 1 nguyên nhân do đâu?,"Đường huyết cao làm máu lưu thông kém và hệ miễn dịch suy yếu, khiến việc tái tạo mô chậm hơn. Đồng thời, vi khuẩn dễ phát triển trong môi trường đường cao, làm vết thương dễ nhiễm trùng.",vết thương lâu lành; biến chứng type 1; vết loét ĐTĐ; nhiễm trùng type 1; lý do vết thương chậm lành; đường huyết cao
BỆNH ĐTĐ,,Q047,Tại sao phải vận động và ăn uống hợp lý khi tiêm insulin?,"Insulin giúp hạ đường huyết, nhưng chế độ ăn và vận động hợp lý mới duy trì được sự ổn định. Ăn uống thất thường hoặc lười vận động khiến đường máu dao động, tăng nguy cơ hạ đường huyết hoặc tăng đường máu.",vận động insulin; ăn uống insulin; kiểm soát đường huyết; quản lý ĐTĐ type 1; lối sống type 1; tiêm insulin
BỆNH ĐTĐ,,Q048,Type 1 có thể gây mờ mắt không?,"Có. Đường huyết cao lâu ngày ảnh hưởng đến thủy tinh thể và mạch máu võng mạc, gây mờ mắt, thậm chí mất thị lực nếu không kiểm soát tốt.",mờ mắt type 1; biến chứng mắt ĐTĐ; bệnh võng mạc; suy giảm thị lực; biến chứng type 1
BỆNH ĐTĐ,,Q049,"Nếu trẻ bị tiểu nhiều về đêm, có nên nghi ngờ type 1?","Có. Tiểu đêm nhiều, kèm khát nhiều, sụt cân, mệt mỏi là dấu hiệu cần đi khám sớm để xét nghiệm đường huyết, nhất là ở trẻ em.",trẻ tiểu đêm; tiểu nhiều đêm; triệu chứng type 1 trẻ em; dấu hiệu sớm ĐTĐ; nghi ngờ type 1 trẻ
BỆNH ĐTĐ,,Q050,Người bị type 1 có sống khỏe mạnh bình thường được không?,"Hoàn toàn có thể. Với tiêm insulin đầy đủ, chế độ ăn và vận động hợp lý, cùng theo dõi đường huyết thường xuyên, người bệnh có thể sống khỏe mạnh và tránh được biến chứng.",sống khỏe mạnh type 1; cuộc sống bình thường ĐTĐ; quản lý type 1 dài hạn; chất lượng sống; ĐTĐ type 1
BỆNH ĐTĐ,,Q051,Đái tháo đường type 2 là gì?,"Đái tháo đường type 2 là dạng bệnh phổ biến nhất, xảy ra khi cơ thể vẫn tạo ra insulin nhưng lại không sử dụng hiệu quả – gọi là đề kháng insulin. Ban đầu tụy tăng sản xuất insulin để bù, nhưng theo thời gian, khả năng này giảm, khiến đường huyết tăng cao.",đái tháo đường type 2; bệnh tiểu đường type 2; định nghĩa tiểu đường; đường huyết cao; bệnh người lớn
BỆNH ĐTĐ,,Q052,Vì sao type 2 lại thường gặp ở người trung niên và lớn tuổi?,"Khi tuổi tăng, cơ thể dễ tích mỡ, giảm hoạt động thể lực và thay đổi nội tiết, làm tăng nguy cơ kháng insulin. Tuy nhiên, hiện nay bệnh ngày càng gặp ở người trẻ do lối sống ít vận động và ăn uống không lành mạnh.",tiểu đường người già; nguy cơ tuổi tác; bệnh tuổi trung niên; đề kháng insulin; béo phì; ít vận động
BỆNH ĐTĐ,,Q053,Type 2 khác type 1 ở điểm nào?,"Type 1 do cơ thể mất hoàn toàn khả năng sản xuất insulin, thường ở người trẻ. Type 2 do kháng insulin và giảm sản xuất dần, thường ở người lớn tuổi. Cách điều trị ban đầu cũng khác nhau, type 2 có thể dùng thuốc uống trước khi cần insulin.",tiểu đường type 1; khác biệt type 1; so sánh tiểu đường; nguyên nhân khác; điều trị khác
BỆNH ĐTĐ,,Q054,Đề kháng insulin là gì?,"Là tình trạng cơ thể vẫn có insulin nhưng tế bào không đáp ứng tốt với nó, khiến đường không vào tế bào mà tồn tại trong máu, dẫn đến tăng đường huyết.",đề kháng insulin; kháng insulin; insulin không hoạt động; tế bào kháng insulin; nguyên nhân type 2
BỆNH ĐTĐ,,Q055,Nguyên nhân gây type 2 là gì?,"Bệnh không có nguyên nhân duy nhất. Các yếu tố nguy cơ gồm tuổi cao, di truyền, ít vận động, chế độ ăn không lành mạnh, thừa cân béo phì, đặc biệt béo bụng, tăng huyết áp và rối loạn mỡ máu.",nguyên nhân type 2; yếu tố nguy cơ; di truyền; lối sống; béo phì; ít vận động; đề kháng insulin
BỆNH ĐTĐ,,Q056,Thừa cân ảnh hưởng thế nào đến type 2?,"Mỡ thừa, đặc biệt ở vùng bụng, làm giảm độ nhạy của tế bào với insulin, khiến cơ thể cần nhiều insulin hơn để kiểm soát đường máu, từ đó dẫn đến kháng insulin và tăng nguy cơ mắc bệnh.",thừa cân; béo phì; tiểu đường type 2; nguy cơ tiểu đường; đề kháng insulin
BỆNH ĐTĐ,,Q057,Rối loạn mỡ máu có liên quan gì đến type 2?,"Rối loạn mỡ máu, đặc biệt tăng triglycerid và giảm HDL, thường đi kèm kháng insulin. Điều này không chỉ tăng nguy cơ tiểu đường mà còn làm bệnh tim mạch tiến triển nhanh hơn.",rối loạn mỡ máu; mỡ máu cao; cholesterol; triglyceride; tim mạch; biến chứng tiểu đường
BỆNH ĐTĐ,,Q058,Triệu chứng thường gặp của type 2 là gì?,"Bao gồm tiểu nhiều, khát nhiều, đói nhiều, mệt mỏi, nhìn mờ, vết thương lâu lành, tê hoặc đau rát tay chân. Một số người có triệu chứng rất nhẹ hoặc không rõ ràng.",triệu chứng type 2; dấu hiệu tiểu đường; khát nhiều; tiểu nhiều; sụt cân; mệt mỏi; mờ mắt
BỆNH ĐTĐ,,Q059,Vì sao nhiều người bị type 2 nhưng không biết?,"Do triệu chứng ban đầu nhẹ, tiến triển âm thầm. Nhiều người chỉ phát hiện khi khám sức khỏe hoặc khi đã có biến chứng.",không triệu chứng; không biết bệnh; phát hiện muộn; dấu hiệu mờ nhạt; kiểm tra sức khỏe; sàng lọc
BỆNH ĐTĐ,,Q060,Tại sao type 2 lại gây tê bì tay chân?,"Đường huyết cao lâu ngày làm tổn thương dây thần kinh ngoại biên, gây cảm giác tê, châm chích hoặc đau rát ở tay và chân.",tê bì tay chân; biến chứng thần kinh; thần kinh ngoại biên; đường huyết cao; tổn thương dây thần kinh; biến chứng tiểu đường
BỆNH ĐTĐ,,Q061,Người trẻ có thể mắc type 2 không?,"Có. Ngày càng nhiều người trẻ mắc type 2 do ít vận động, ăn nhiều đồ ngọt và thức ăn nhanh, thừa cân, và căng thẳng kéo dài.",ĐTĐ type 2 người trẻ; tiểu đường trẻ em; người trẻ bị ĐTĐ; ĐTĐ thanh thiếu niên; tuổi trẻ ĐTĐ
